date,state,temp,hot_temp,maxtemp,mintemp,humidity,gust_speed_m_s,wind_speed_m_s,min_rainfall_mm,max_rainfall_mm
14-08-2024,Jammu and Kashmir,26.64,31.17,30.58,19.85,70.8,7.46,5.29,0,0
14-08-2024,Ladakh,27.23,30.75,30.32,19.23,51.1,4.97,3.57,0,0
14-08-2024,Lakshadweep,32.86,37.9,36.04,30.84,84,6.46,3.71,0,0
14-08-2024,Puducherry,34.71,39.8,38.58,29.51,89.2,8.86,5.15,0,0
15-08-2024,Andhra Pradesh,32.1,36.31,35.94,27.18,85.5,6.02,4.62,0,0
15-08-2024,Arunachal Pradesh,25.41,31.56,30.59,22.64,100,7.59,4.68,0,0
15-08-2024,Assam,30.69,34.17,32.95,26.07,100,8.03,4.91,4.42,19.05
15-08-2024,Bihar,31.08,36.19,34.55,24.69,72.7,3.5,1.68,0,0
15-08-2024,Chhattisgarh,36.03,40.04,39.41,28.73,75.4,2.56,1.44,2.58,17.86
15-08-2024,Goa,27,34.52,32.47,25.07,83.3,2.84,2.17,0,0
15-08-2024,Gujarat,33.78,38.16,37.21,29.3,52,5.48,2.7,0,0
15-08-2024,Haryana,27.46,31.8,30.96,24.5,64.8,0.86,0.5,0,0
15-08-2024,Himachal Pradesh,28.49,34.23,32.62,25.62,76.7,2.66,1.41,0,0
15-08-2024,Jharkhand,30.65,34.46,34.13,25.99,69.6,4.26,2.42,2.38,28.48
15-08-2024,Karnataka,29.73,34.73,34.3,24.57,100,8.48,3.91,0,0
15-08-2024,Kerala,33.74,39.46,38.58,30.64,81,6.63,3.84,0,0
15-08-2024,Madhya Pradesh,34.43,38.63,37.93,30.61,55,7.76,3.64,0,0
15-08-2024,Maharashtra,36.34,42.19,41.04,30.89,62.8,3.72,2.31,1.51,5.36
15-08-2024,Manipur,27.36,33.82,32.2,22.35,82.6,8.46,5.22,2.41,54.09
15-08-2024,Meghalaya,24.76,29.12,27.61,22.74,98.9,5.17,2.4,1.06,17.94
15-08-2024,Mizoram,26.17,30.32,29.11,21.27,99.9,2.96,1.7,0,0
15-08-2024,Nagaland,27.61,32.43,31.03,22.72,86.4,6.14,3.31,0.29,27.37
15-08-2024,Odisha,32.07,36.66,34.7,26.17,75,3.45,2.17,3.25,17.13
15-08-2024,Punjab,25.77,30.44,30.01,20.08,50.9,4.19,2.42,2.21,14.3
15-08-2024,Rajasthan,35.79,42.83,42.14,30.69,53.1,5.72,3.68,0.02,0.63
15-08-2024,Sikkim,25.33,29.72,29.57,21.59,80.3,6.8,4.06,4.28,18.96
15-08-2024,Tamil Nadu,35.58,38.71,38.65,32.06,63.4,8.61,4.42,0,0
15-08-2024,Telangana,32.52,37.64,37.36,26.63,82.3,14.17,7.32,2.64,21.48
15-08-2024,Tripura,29.32,34.08,32.75,24.85,80.7,7.17,3.94,0,0
15-08-2024,Uttar Pradesh,32.37,38.04,37.34,30.87,79,9.19,6.03,1.8,12.77
15-08-2024,Uttarakhand,26.42,30.93,30.76,20.48,64.7,3.7,1.79,0,0
15-08-2024,West Bengal,30.2,32.9,32.08,23.56,77.8,1.84,1.35,2.14,6.48
15-08-2024,Andaman and Nicobar Islands,29.14,33.58,33.14,22.06,95.2,12.21,6.84,0,0
15-08-2024,Chandigarh,28.7,33.28,32.48,26.08,68.6,3.34,1.77,0.81,5.78
15-08-2024,Dadra and Nagar Haveli and Daman and Diu,36.16,39.53,38.82,35.1,77.2,6.47,4.22,0,0
15-08-2024,Delhi,28.24,32.17,31.79,25.51,67.2,5.84,4.31,0,0
15-08-2024,Jammu and Kashmir,25.29,30.82,28.86,20.95,59.3,9.74,5.81,0,0
15-08-2024,Ladakh,30.08,34.01,33.44,25.7,72.3,7.53,3.49,0,0
15-08-2024,Lakshadweep,31.21,35.62,35.19,24.84,88.9,5,2.41,0,0
15-08-2024,Puducherry,35.08,38.07,37.6,31.4,87.7,7.39,4.66,0,0
16-08-2024,Andhra Pradesh,34.46,37.87,36.46,30.25,71.1,4.07,2.76,3.03,49.56
16-08-2024,Arunachal Pradesh,25.04,29.76,29.73,18.91,83,3.27,2.05,0,0
16-08-2024,Assam,30.51,34.7,34.45,23.61,89.5,0.83,0.5,0,0
16-08-2024,Bihar,32.73,38.11,37.02,31.04,96.6,5.25,2.81,5.24,12.01
16-08-2024,Chhattisgarh,35.48,38.87,38.54,30.93,63.9,3.78,2.01,5.56,15.83
16-08-2024,Goa,31.13,36.45,35.82,26.06,90.7,2.79,2.11,3.19,26.57
16-08-2024,Gujarat,32.59,36.15,35.47,27.53,46.3,9.51,5.97,0,0
16-08-2024,Haryana,27.17,32.2,31.75,21.4,73,13.6,6.92,3.59,15.1
16-08-2024,Himachal Pradesh,26.46,29.73,29.18,23.66,65,0.82,0.51,0,0
16-08-2024,Jharkhand,29.6,34.55,33.86,26.1,80.1,8.74,4.98,0,0
16-08-2024,Karnataka,33.69,37.76,37.42,30.6,82.6,10.34,5.05,1.81,4.06
16-08-2024,Kerala,30.35,34.13,33.74,25.82,78.9,4.28,2.95,0,0
16-08-2024,Madhya Pradesh,33.75,36.69,35.7,30.19,56.1,9.41,4.59,0,0
16-08-2024,Maharashtra,38.13,41.98,41.34,34,69.1,4.72,2.33,0,0
16-08-2024,Manipur,26.49,31.72,30.69,23.74,94.7,6.29,4.37,0,0
16-08-2024,Meghalaya,28.54,34.84,33.67,24.37,89.8,7.42,3.44,9.61,36.54
16-08-2024,Mizoram,27.17,32.42,30.72,23.36,97.3,2.89,1.67,26.34,103.9
16-08-2024,Nagaland,28.19,32.63,31,23.69,94.6,10.02,5.19,0,0
16-08-2024,Odisha,33.96,37.19,36.73,30.85,79.2,9.82,5.87,0,0
16-08-2024,Punjab,32.18,37.36,36.26,26.27,56.7,8.53,4.59,3.83,16.23
16-08-2024,Rajasthan,36.7,41.47,39.78,34.22,51.3,14.47,6.63,0,0
16-08-2024,Sikkim,24.52,28.97,27.71,23.89,73.7,3.68,2.41,0.5,5.25
16-08-2024,Tamil Nadu,32.51,37.3,36.56,29.8,85.3,0.73,0.5,0,0
16-08-2024,Telangana,32.12,36.08,35.49,31.21,70.7,1.98,0.95,0,0
16-08-2024,Tripura,30.27,33.66,32.97,27.97,98.3,7.04,4.35,0.21,1.19
16-08-2024,Uttar Pradesh,37.53,44.1,42.68,33.26,70,7.22,4.09,2.31,15.12
16-08-2024,Uttarakhand,27.91,32.23,31.02,25.94,53.2,8.33,4.73,0,0
16-08-2024,West Bengal,33.63,38.73,37.77,31.36,72.1,9.68,5.1,5.8,29.73
16-08-2024,Andaman and Nicobar Islands,28.72,32.7,32.31,23.11,81.5,5.71,3.62,0,0
16-08-2024,Chandigarh,25.44,27.99,26.72,22.63,60.6,2.32,1.61,1.64,10.38
16-08-2024,Dadra and Nagar Haveli and Daman and Diu,32.63,35.59,35,28.16,71.8,12.42,6.47,1.47,20.12
16-08-2024,Delhi,29.29,33.92,33.59,25.16,65.3,6.72,3.56,0,0
16-08-2024,Jammu and Kashmir,26.13,30,28.69,21.45,75.6,4.08,1.94,0,0
16-08-2024,Ladakh,25.63,29.88,29.46,21.44,78.1,6.89,3.44,0,0
16-08-2024,Lakshadweep,35.81,39.42,39.4,33.03,81.4,11.5,7.92,2.54,14.3
16-08-2024,Puducherry,31.62,36.82,35.95,23.2,87.4,5.85,4.38,0,0
17-08-2024,Andhra Pradesh,33.42,38.32,37.73,30.85,84,3.19,1.76,2.41,20.14
17-08-2024,Arunachal Pradesh,26.42,32.26,30.9,26,99.7,4.14,2.9,4.32,16.68
17-08-2024,Assam,29.26,33.02,32.88,24.06,100,6.01,3.74,13.96,55.45
17-08-2024,Bihar,32.16,36.48,34.86,28.06,64.2,6.65,3.88,2.34,9.67
17-08-2024,Chhattisgarh,32.14,36.3,36.02,26.08,60.9,10.2,5,0,0
17-08-2024,Goa,33.3,38.15,37.73,31.87,83.2,10.24,7.08,12.69,24.49
17-08-2024,Gujarat,35.2,38.38,37.77,30.07,53.1,7.32,3.73,2.11,7.5
17-08-2024,Haryana,28.76,33.08,31.97,25.85,57.4,7.37,3.82,0,0
17-08-2024,Himachal Pradesh,26.3,31.07,29.91,21.88,66.9,3.86,2.03,0,0
17-08-2024,Jharkhand,30.98,35.32,34.96,27.62,78.9,1.77,0.96,1.56,6.11
17-08-2024,Karnataka,31.68,34.22,33.31,29.45,78.4,1.74,1.07,1.34,11.15
17-08-2024,Kerala,34.22,36,35.95,28.52,90.6,7.14,3.44,0,0
17-08-2024,Madhya Pradesh,33.2,40.45,38.92,28.6,55.5,4.75,3.11,0.12,2.3
17-08-2024,Maharashtra,35.56,41.05,39.87,34.26,66.5,6.92,3.54,1.39,4.36
17-08-2024,Manipur,28.79,31.99,31.31,24.94,90.7,5.76,2.7,4.85,22.3
17-08-2024,Meghalaya,31.66,36.05,35.68,29.47,94.5,3.46,2.24,8.43,43.02
17-08-2024,Mizoram,27.95,34.47,32.79,24.86,88.9,9.36,4.28,5.31,24.23
17-08-2024,Nagaland,29.8,34.9,34.21,24.99,73.2,3.03,2.05,5.99,64.47
17-08-2024,Odisha,37.05,42.06,41.76,34.46,66.5,1.66,0.85,2.36,35.27
17-08-2024,Punjab,28.91,35.24,33.03,23.8,68.8,6.18,3.81,0,0
17-08-2024,Rajasthan,35.36,38.88,38.76,34.8,48,9.27,5.32,0,0
17-08-2024,Sikkim,27.24,32.87,31.44,22.17,76.6,9.54,4.53,0,0
17-08-2024,Tamil Nadu,33.76,36.7,36.32,30.07,85.5,6.34,3.03,0,0
17-08-2024,Telangana,34.71,37.04,35.68,31.79,82.2,11.88,5.4,2.15,11.3
17-08-2024,Tripura,27.44,31.57,29.98,24.7,96.1,3.89,2.92,0,0
17-08-2024,Uttar Pradesh,35.04,39.88,39.03,32.09,53.9,7.18,3.59,0,0
17-08-2024,Uttarakhand,26.93,30.29,28.9,22.42,74.6,7.42,3.42,0,0
17-08-2024,West Bengal,32.35,36.09,35.56,27.43,72.8,4.97,3.34,0.4,13.73
17-08-2024,Andaman and Nicobar Islands,28.74,32.25,31.38,24.75,87.4,3.73,2.44,0,0
17-08-2024,Chandigarh,26.91,30.85,30.44,23.09,71.2,4.69,3.48,0,0
17-08-2024,Dadra and Nagar Haveli and Daman and Diu,33.52,37.91,37.02,27.38,81.6,8.4,6.06,0.03,9.9
17-08-2024,Delhi,28.52,31.66,31.64,25.14,58.7,6.58,4.16,0,0
17-08-2024,Jammu and Kashmir,27.83,31.6,31.08,25.9,72.3,2.71,1.66,0,0
17-08-2024,Ladakh,25.51,32.6,31.09,21.26,66.4,6.26,4.03,0,0
17-08-2024,Lakshadweep,31.07,36.33,35.22,26.94,75.3,5.38,3.26,0,0
17-08-2024,Puducherry,34.45,39.91,38.41,31.64,92,1.72,1.09,0,0
18-08-2024,Andhra Pradesh,32.67,33.98,33.7,29.22,81.1,2.59,1.68,8.48,39.74
18-08-2024,Arunachal Pradesh,28.57,33.12,31.28,26.38,94,0.74,0.5,5.51,17.23
18-08-2024,Assam,28.01,34.33,32.71,25.48,100,0.86,0.5,0,0
18-08-2024,Bihar,31.17,34.7,33.47,28.85,73.6,0.92,0.5,0,0
18-08-2024,Chhattisgarh,33.91,39.88,38.78,28.98,57,8.32,3.87,0,0
18-08-2024,Goa,32.17,35.33,34.87,28.97,69.7,7.06,4.99,4.07,20.89
18-08-2024,Gujarat,36.67,39.52,38.88,32.72,55.6,11.11,5.59,0,0
18-08-2024,Haryana,25.58,30.13,29.23,19.4,57.3,9.81,4.83,0,0
18-08-2024,Himachal Pradesh,29.7,32.83,32.69,25.07,62.1,7.68,3.8,0,0
18-08-2024,Jharkhand,33.08,35.12,34.75,26.88,67.2,9.02,5.37,0,0
18-08-2024,Karnataka,30.9,34.7,33.5,25.59,60.9,4.39,2.31,0,0
18-08-2024,Kerala,29.82,33.16,33.02,25.98,76.1,10.94,5.42,1.02,7.2
18-08-2024,Madhya Pradesh,33,39.24,38.37,30.5,65.3,8.36,3.98,0.38,3.1
18-08-2024,Maharashtra,30.21,34.58,33.59,26.36,79.6,8.45,5.39,0,0
18-08-2024,Manipur,28.48,34.31,33.44,24.68,91.8,6.16,4.33,9.11,28.03
18-08-2024,Meghalaya,32.14,34.77,33.96,28.95,92.8,5.63,3.23,1.72,6.21
18-08-2024,Mizoram,31.48,35.66,34.44,28.35,81.4,9.97,4.88,0.35,8.37
18-08-2024,Nagaland,29.73,35.06,33.47,28.05,84.6,1.22,0.65,17.28,86.12
18-08-2024,Odisha,31.54,36.05,35,29.15,73.5,1.15,0.61,0,0
18-08-2024,Punjab,26.87,32.02,31.78,22.41,71.7,7.42,3.77,0,0
18-08-2024,Rajasthan,34.38,37.25,37.14,31.38,54.1,8.22,5.13,0.22,2.67
18-08-2024,Sikkim,26.9,30.94,30.05,24.23,66.9,4.66,2.33,0,0
18-08-2024,Tamil Nadu,33.28,36.58,36.27,28.04,77.6,7.95,3.72,3.11,5.24
18-08-2024,Telangana,30.33,35.27,33.84,28.64,92.4,2.79,2.12,0,0
18-08-2024,Tripura,27.76,33.91,32.43,24.25,85.7,4.2,2.94,3.67,28.76
18-08-2024,Uttar Pradesh,35.79,40.73,40.13,30.34,86.1,8.41,5.28,0,0
18-08-2024,Uttarakhand,26.74,30.62,30.29,21.76,55.5,7.89,3.78,0,0
18-08-2024,West Bengal,32.07,35.97,34.61,29.07,77.9,1.03,0.59,6.75,47.98
18-08-2024,Andaman and Nicobar Islands,29.76,33.99,33.86,26.21,78.6,0.77,0.5,10.22,37.84
18-08-2024,Chandigarh,29.9,34.98,34.06,26.01,53.4,3.3,2.51,0,0
18-08-2024,Dadra and Nagar Haveli and Daman and Diu,33.11,38.22,37.92,27.99,85.2,6.76,5.09,0,0
18-08-2024,Delhi,25.46,29.97,29.94,21.2,55.7,17.07,8.08,0,0
18-08-2024,Jammu and Kashmir,24.11,30.55,29.66,18.87,80.6,1.56,0.81,0,0
18-08-2024,Ladakh,25.58,30.41,29.13,22.48,71.1,7.98,5.67,0,0
18-08-2024,Lakshadweep,32.35,37.42,36.55,28.84,78.4,8.17,4.42,0,0
18-08-2024,Puducherry,29.97,35.37,33.86,22.85,97.2,2.33,1.59,0,0
19-08-2024,Andhra Pradesh,31.38,37.19,36.57,29.13,74.5,7.04,4.02,6.43,16.13
19-08-2024,Arunachal Pradesh,28.28,31.69,30.65,26.63,99,0.99,0.5,0,0
19-08-2024,Assam,28.75,32.89,31.54,24.68,85.1,11.16,6.3,0,0
19-08-2024,Bihar,29.4,33.8,32.28,28.16,69.5,5.98,3.45,0,0
19-08-2024,Chhattisgarh,35.73,40.17,39.3,31.11,65.9,9.71,6.17,0,0
19-08-2024,Goa,30.11,33.84,32.88,24.53,69.5,7.46,4.04,0.53,22.03
19-08-2024,Gujarat,34.52,38.45,37.42,30.64,45.8,14.63,7.05,0,0
19-08-2024,Haryana,24.22,30.72,30.09,19.21,69.8,5.95,4.28,0,0
19-08-2024,Himachal Pradesh,24.58,30.32,29.98,20.3,64.8,9.43,5.6,0,0
19-08-2024,Jharkhand,30.91,35.41,33.83,25.35,74.9,6.89,4.65,3.23,20.36
19-08-2024,Karnataka,32.63,38.41,38.15,29.23,85.3,7.83,4.02,4.88,16.67
19-08-2024,Kerala,31.84,33.81,32.55,27.5,89.8,2.08,1.51,0.93,6.22
19-08-2024,Madhya Pradesh,36.74,41.17,39.44,31.24,35.5,1.74,1.01,0,0
19-08-2024,Maharashtra,33.49,38.89,38.82,29.16,79,6.07,4.07,0.36,4.94
19-08-2024,Manipur,28.6,32.23,31.07,24.41,84.3,1.58,1.06,7.67,25.06
19-08-2024,Meghalaya,26.63,31.2,29.75,24.45,88.8,6.14,3.17,1.32,13.82
19-08-2024,Mizoram,28.54,31.59,31.45,26.79,95.2,2.2,1.29,2.6,11.71
19-08-2024,Nagaland,29.72,35.12,34.81,25.53,100,5.9,4.54,0,0
19-08-2024,Odisha,34.51,40.47,40.19,33.17,75.4,9,4.4,7.44,23.4
19-08-2024,Punjab,27.32,32.15,30.55,21.04,62.5,1.38,0.87,0.92,6.94
19-08-2024,Rajasthan,35.36,39.88,38.83,29.71,55.9,10.67,5.5,0,0
19-08-2024,Sikkim,29.03,33.08,33.05,23.06,61.5,5.82,3.15,0.11,25.56
19-08-2024,Tamil Nadu,31.7,34.95,34.58,28.63,86.5,10.94,5.04,0,0
19-08-2024,Telangana,31.79,35.63,34.68,27.22,83.1,7.78,3.86,0,0
19-08-2024,Tripura,27.92,32.22,31.83,24.65,84.8,11,6.72,4.76,9.07
19-08-2024,Uttar Pradesh,34.58,40.43,40.26,30.2,81.6,6.57,4.34,0,0
19-08-2024,Uttarakhand,29.06,33.69,33.36,27.4,75.3,9.26,5.27,0.71,3.1
19-08-2024,West Bengal,29.24,35.46,34.37,25.74,84.5,2.92,2.16,0,0
19-08-2024,Andaman and Nicobar Islands,33.05,38.18,37.14,26.98,100,1.02,0.54,0,0
19-08-2024,Chandigarh,24.93,31.23,30,22.58,63.9,10.75,7.62,0,0
19-08-2024,Dadra and Nagar Haveli and Daman and Diu,36.05,41.16,40.35,29.56,84.2,2.48,1.16,0,0
19-08-2024,Delhi,23.47,28.86,27.53,17.39,77.4,7.39,4.76,0,0
19-08-2024,Jammu and Kashmir,25.29,29.16,28.91,22.1,88.7,9.29,6.09,0,0
19-08-2024,Ladakh,30.79,34.22,33.66,26.91,51.7,6.21,4.27,0.93,2.84
19-08-2024,Lakshadweep,32.82,37.54,36.87,32.63,80.9,3.87,1.86,0,0
19-08-2024,Puducherry,32.67,37.1,36.29,27.7,63.7,7.17,3.26,0,0
20-08-2024,Andhra Pradesh,30.73,35.03,34.36,27.06,75.3,4.35,2.78,0.8,16.2
20-08-2024,Arunachal Pradesh,29.03,30.79,30.39,24.27,88.8,8.02,3.73,0,0
20-08-2024,Assam,27.03,30.08,29.29,19.43,99.4,3.18,2.32,5.24,48.64
20-08-2024,Bihar,32.38,34.78,34.62,31.26,82.6,5.12,2.87,4.31,29.18
20-08-2024,Chhattisgarh,34.32,38.67,36.8,28.62,74.6,5.44,3.93,0,0
20-08-2024,Goa,30.67,33.01,31.98,28.2,85,10.79,5.66,1.39,12.48
20-08-2024,Gujarat,33.79,37.66,37.46,27.76,41.6,7.57,4.09,0,0
20-08-2024,Haryana,27.84,30.58,29.44,26.83,71.3,12.51,6.17,0,0
20-08-2024,Himachal Pradesh,27.59,30.8,29.83,20.58,61.1,2.6,1.9,0,0
20-08-2024,Jharkhand,32.27,35.49,34.2,28.51,71,8.23,3.96,0,0
20-08-2024,Karnataka,34.95,40.2,39.21,32.77,93.7,6.84,4.4,0,0
20-08-2024,Kerala,35.06,41.33,40.7,29.18,92.4,5.02,3.27,3.27,7.3
20-08-2024,Madhya Pradesh,35.63,41.34,41.03,30.51,60.2,7.34,5.54,3.15,10.95
20-08-2024,Maharashtra,37.86,43.44,42.72,33.91,75.7,3.6,1.66,0.73,15.07
20-08-2024,Manipur,32.94,35.6,35.05,29.09,89.8,6.62,3.49,0,0
20-08-2024,Meghalaya,28.92,33.35,31.88,25.18,94.1,4.25,2.19,2.45,12.19
20-08-2024,Mizoram,25.65,28.85,28.63,21.33,86.1,10.28,5.19,4.46,94.98
20-08-2024,Nagaland,29.22,32.24,31.85,26.3,86.4,1.08,0.5,4.34,33.55
20-08-2024,Odisha,34.22,38.92,37.13,31.79,58.6,2.25,1.3,3.23,11.9
20-08-2024,Punjab,25.34,30.38,29.1,21.55,60.7,5.98,4.37,0,0
20-08-2024,Rajasthan,35.94,40.96,39.77,32.3,47.2,0.95,0.5,0.12,4.63
20-08-2024,Sikkim,26.93,30.89,30.16,25.89,69.7,10.88,5.23,0,0
20-08-2024,Tamil Nadu,35.01,38.9,37.12,31.78,83.5,7.05,3.92,0,0
20-08-2024,Telangana,32.62,38.12,37.9,29.51,75.9,6.04,4.63,0,0
20-08-2024,Tripura,31.89,37.2,36.29,26.58,81.8,14.63,7.14,0,0
20-08-2024,Uttar Pradesh,36.11,38.72,37.55,32.86,70.8,6.25,3.36,0,0
20-08-2024,Uttarakhand,29.19,33.73,32.64,23.98,62.4,2.82,1.64,0,0
20-08-2024,West Bengal,31.99,37.04,36.11,28.37,86.1,6.21,3.71,0,0
20-08-2024,Andaman and Nicobar Islands,29.84,35.72,34.15,28.08,100,6.2,3.45,0,0
20-08-2024,Chandigarh,25.03,31.1,31.1,21.93,69.4,8.06,4.55,0,0
20-08-2024,Dadra and Nagar Haveli and Daman and Diu,33.55,37.35,36.72,28.73,74.1,1.04,0.6,0,0
20-08-2024,Delhi,25.77,28.82,28.05,19.87,69.3,7.49,3.99,0,0
20-08-2024,Jammu and Kashmir,29.55,34.23,33.95,25.44,65,6.02,3.58,0,0
20-08-2024,Ladakh,30.14,37.13,36.05,24.71,64.8,3.57,2.46,0,0
20-08-2024,Lakshadweep,33.92,39.8,38.75,29.67,90.6,8.8,4.99,0,0
20-08-2024,Puducherry,30.02,33.6,32.99,25.95,83,7.52,3.46,1.61,23.22
21-08-2024,Andhra Pradesh,38.07,42.19,41.48,34.78,90,6.85,4.86,0.47,10.85
21-08-2024,Arunachal Pradesh,28.28,35.29,34.18,23.77,100,5.02,3.64,1.86,18.61
21-08-2024,Assam,30.96,34.56,33.98,27.7,88.1,6.2,4.67,0.34,25.1
21-08-2024,Bihar,34.24,40.51,39.26,31.54,57.1,1.82,1.16,0,0
21-08-2024,Chhattisgarh,35.62,38.91,38.17,31.55,76.4,7.35,5.14,0,0
21-08-2024,Goa,28.66,34.01,32.56,25.36,91.7,2.77,1.72,0,0
21-08-2024,Gujarat,31.9,34.86,34.68,26.79,53.6,7.26,3.53,0,0
21-08-2024,Haryana,26.76,33.08,31.69,22.06,65,4.04,2.2,5.31,9.49
21-08-2024,Himachal Pradesh,26.19,30.28,29.29,23.13,64.3,7.09,5.1,0,0
21-08-2024,Jharkhand,32.42,35.39,34.73,30.18,81.6,10.03,4.63,3.73,25.02
21-08-2024,Karnataka,32.01,34.99,34.96,28.14,86.2,5,3.84,0,0
21-08-2024,Kerala,33.22,35.08,34.5,32.62,87.3,0.7,0.5,4.26,24.47
21-08-2024,Madhya Pradesh,32.66,36.29,35.87,29.17,41.3,5.04,3.28,0,0
21-08-2024,Maharashtra,33.73,39.1,38.62,30.5,72.2,10.04,5.44,2.4,8.54
21-08-2024,Manipur,30.53,34.96,33.57,25.91,82.2,7.76,4.15,0,0
21-08-2024,Meghalaya,27.49,28.61,28.6,25.18,91.5,5.75,4.04,7.66,40.93
21-08-2024,Mizoram,26.73,30.11,29.9,22.8,90.5,3.76,2.52,5.93,19.25
21-08-2024,Nagaland,27.03,29.65,28.75,22.99,93.5,8.16,3.92,0,0
21-08-2024,Odisha,29.57,34.4,33.27,25.42,75.7,4.06,2.53,1.79,27.13
21-08-2024,Punjab,26.56,31.2,29.36,21.16,58,3.14,1.97,0.7,19.03
21-08-2024,Rajasthan,33.09,35.98,35.66,30.33,32.4,7.56,3.93,0,0
21-08-2024,Sikkim,24.53,29.64,28.59,20.49,84.3,0.9,0.5,0,0
21-08-2024,Tamil Nadu,32.71,37.7,37.65,29.65,97.3,7.09,3.64,0,0
21-08-2024,Telangana,34.44,39.39,38.29,29.93,76.9,10.32,5.39,0,0
21-08-2024,Tripura,27.92,29.71,28.77,22.71,100,9.74,6.62,0.21,34.35
21-08-2024,Uttar Pradesh,36.59,40.82,40.02,33.02,62.5,6.19,2.91,0,0
21-08-2024,Uttarakhand,22.8,27.34,26.52,20.07,83.2,4.22,2.58,0,0
21-08-2024,West Bengal,32.18,38.39,37.16,30.67,71.6,5.83,3.45,0,0
21-08-2024,Andaman and Nicobar Islands,31.82,35.34,34.59,28.25,85.1,1.08,0.5,0,0
21-08-2024,Chandigarh,27.16,31.74,31.71,22.7,63.7,2.39,1.75,0.6,17.46
21-08-2024,Dadra and Nagar Haveli and Daman and Diu,35.35,41.72,40.31,30.59,91.9,9.31,6.62,0,0
21-08-2024,Delhi,25.75,29.11,29.07,22.16,66.9,5.36,3.74,0,0
21-08-2024,Jammu and Kashmir,25.29,29.66,28.72,23.04,60.4,8.29,4.08,0,0
21-08-2024,Ladakh,30.09,35.51,34.16,26.16,54.4,3.93,2.73,0,0
21-08-2024,Lakshadweep,32.57,39.69,38.58,28.91,75.4,3.31,2.14,2.27,41.02
21-08-2024,Puducherry,32.25,37.72,36.29,29.24,82.3,2.24,1.56,3.02,60.6
22-08-2024,Andhra Pradesh,32.87,34.65,34.61,30.03,80.2,8.16,4.44,2.13,9.35
22-08-2024,Arunachal Pradesh,25.13,28.65,27.85,21.52,89,2.5,1.36,0,0
22-08-2024,Assam,31.39,35.75,35.22,27.07,87.5,8.9,6.37,0.35,36.64
22-08-2024,Bihar,33.13,36.95,35.8,29.73,86.1,7.42,4.03,0,0
22-08-2024,Chhattisgarh,38.14,41.31,40.43,34.28,63.9,5.12,3.14,0,0
22-08-2024,Goa,29.06,32.61,32.6,22.51,96.9,7.55,3.5,0,0
22-08-2024,Gujarat,34.7,37.84,37.2,31.37,57.9,5.39,3.22,0,0
22-08-2024,Haryana,29.57,33.26,32.21,26.49,57.6,13.14,6.34,0.9,4.54
22-08-2024,Himachal Pradesh,28.65,31.99,30.76,25.56,66,6.15,3.43,0,0
22-08-2024,Jharkhand,34.06,38.51,37.73,30.16,82.1,11.49,5.35,1.3,8.5
22-08-2024,Karnataka,32.38,37.86,37.42,28.76,89.2,3.29,1.96,0,0
22-08-2024,Kerala,32.25,36.79,35.47,27.34,84.5,4.66,2.53,1.15,19.34
22-08-2024,Madhya Pradesh,36.54,40.82,39.58,33.15,42.2,4.88,2.59,1.95,8.72
22-08-2024,Maharashtra,34.91,39.86,39.38,30.89,74.4,3.26,1.49,0,0
22-08-2024,Manipur,27.23,29.27,28.79,20.94,100,0.87,0.5,2.13,20.16
22-08-2024,Meghalaya,26.77,29.28,28.36,24.83,83.8,9.54,5.68,0,0
22-08-2024,Mizoram,28.56,33.43,31.97,22.28,93.2,7.26,4.71,11.96,77.37
22-08-2024,Nagaland,28.6,33.91,33.33,25.63,80.8,3.48,2.65,7.44,44.33
22-08-2024,Odisha,31.75,37.69,36.93,28.98,78.4,6.9,3.37,0,0
22-08-2024,Punjab,27.2,30.39,29.85,23.34,72.4,8.73,4.9,0,0
22-08-2024,Rajasthan,35.61,41,40.62,32.94,67.8,2.01,1.06,0,0
22-08-2024,Sikkim,28.31,31.07,29.9,24.84,72.9,4.82,3.48,0,0
22-08-2024,Tamil Nadu,31.71,35.63,33.72,28.16,79.8,1.3,0.78,0,0
22-08-2024,Telangana,32.32,35.93,35.82,27.21,83.5,3.56,1.86,0,0
22-08-2024,Tripura,26.75,30.88,29.79,21.88,93.4,3.77,2.26,1.46,7.08
22-08-2024,Uttar Pradesh,32.61,36.67,35.27,28.16,71.3,5.11,3.72,0,0
22-08-2024,Uttarakhand,26.32,30.83,29.47,21.29,67.1,3.83,2.25,0,0
22-08-2024,West Bengal,32.49,35.67,35.53,28.87,74.2,6.44,4.84,0,0
22-08-2024,Andaman and Nicobar Islands,27.74,29.65,28.72,25.69,79.4,7.66,4.88,0,0
22-08-2024,Chandigarh,28.45,33.69,33.04,24.21,75.5,13.99,6.44,0,0
22-08-2024,Dadra and Nagar Haveli and Daman and Diu,36.25,42.4,41.9,30.31,90.1,0.9,0.5,0,0
22-08-2024,Delhi,24.67,28.57,27.98,21.41,74.6,9.49,5.06,0,0
22-08-2024,Jammu and Kashmir,28.32,32.25,31.14,23.41,61.4,4.55,3.42,0,0
22-08-2024,Ladakh,27.1,30.78,30.44,23.86,59.1,6.65,3.06,0.36,9.37
22-08-2024,Lakshadweep,35.75,40.75,38.64,34.59,93.7,4.35,2.21,0.48,10.67
